61585	62322	1.319983
72683	73273	1.328604
71121	71536	1.335060
26311	26727	1.356012
69996	70576	1.363660
58758	59072	1.367637
2072	2081	1.374864
93683	94141	1.383714
25930	26311	1.385999
59072	60009	1.393330
74376	74911	1.395554
89908	89937	1.396139
22449	22549	1.398251
38518	38957	1.403048
79593	79882	1.406873
101769	101958	1.410010
93429	93805	1.423778
27628	28199	1.423787
17797	17874	1.430326
94114	94160	1.440594
23972	24436	1.443063
104887	105102	1.444291
20648	20889	1.455347
25336	25813	1.461357
81065	81852	1.465216
86670	87073	1.472380
34444	35037	1.484547
76297	76552	1.502182
101769	102281	1.506869
88290	88601	1.512755
9480	9598	1.518637
30277	30788	1.531324
26311	26549	1.534675
8832	8903	1.536469
67457	67669	1.538459
39429	40091	1.541608
24436	24674	1.555832
3031	3092	1.557747
51232	51849	1.559074
57669	58758	1.559851
24327	24845	1.562826
20205	20713	1.577578
78820	79374	1.582290
45080	45496	1.582927
18744	19780	1.602112
67153	67457	1.609031
110960	111497	1.634266
85927	86170	1.637257
67472	68245	1.643461
88192	88290	1.649860
76470	76600	1.680964
67464	68245	1.682814
11001	12394	1.682938
30438	31407	1.688305
70090	70300	1.696915
101958	102532	1.700464
37819	38455	1.701291
50372	50801	1.714812
38414	38455	1.714941
78933	79374	1.716050
68245	68862	1.719991
34981	35415	1.721167
59196	59449	1.723781
80343	80569	1.724756
3179	3821	1.728298
43234	43813	1.734582
56561	57669	1.735231
45496	45556	1.737724
93085	93683	1.738066
13531	14328	1.746841
106985	107556	1.750591
84380	85112	1.757156
85696	86170	1.758530
78990	79374	1.772857
59173	59449	1.794957
96757	97365	1.807413
50371	51576	1.816205
59747	60260	1.830252
114131	114421	1.834707
96837	97365	1.841448
58758	60009	1.843125
24674	25247	1.843980
95853	96441	1.844250
20885	21421	1.846333
93244	93747	1.847668
76267	76952	1.850767
112029	112447	1.855791
20894	21421	1.856098
88267	88886	1.861874
38164	38518	1.862177
29655	30343	1.866460
73807	74117	1.885147
42536	42913	1.901402
61932	62867	1.903753
91262	91971	1.938440
22449	22509	1.948511
53253	54463	1.952288
51986	52727	1.962911
10064	10670	1.966874
49637	49669	1.972892
92420	93194	1.976035
51839	52633	1.987468
68002	68523	1.993329
42568	43783	1.998340
72683	73334	2.016346
35037	35415	2.018586
51849	52154	2.020254
39429	40326	2.028138
80112	80763	2.028320
73807	74376	2.037106
57669	59072	2.044340
78384	78918	2.045566
29807	30277	2.055406
20205	20455	2.057497
33152	33977	2.060741
91971	92791	2.061473
97278	97649	2.070640
20455	20885	2.078554
16335	17358	2.080517
80569	80894	2.088372
102485	102978	2.090487
20455	20713	2.090569
45496	46701	2.091466
20648	20885	2.099661
17448	18246	2.117526
20455	20889	2.121344
34834	34922	2.125857
15863	16335	2.129863
20205	20885	2.138824
33856	34444	2.139825
59929	61585	2.142454
59199	59316	2.145136
71536	71860	2.145143
20205	20894	2.147822
70692	72607	2.153383
101093	102422	2.154872
86742	87108	2.161842
20455	20894	2.162174
100587	101076	2.171852
116584	116805	2.183091
14354	14576	2.191650
84405	84970	2.192079
87933	88794	2.192417
20648	20894	2.192551
43109	43813	2.193481
24244	24845	2.205464
45556	46974	2.218145
25859	26634	2.225109
56561	57439	2.228329
27072	27654	2.236021
46701	46974	2.236139
42515	42828	2.241090
38414	39429	2.241902
37229	38070	2.246795
7607	8068	2.255177
110395	110960	2.255303
92041	92855	2.256621
77952	79664	2.272710
80763	81266	2.291405
110538	111169	2.291830
21444	22109	2.294106
1599	2484	2.298494
41037	42568	2.301080
31700	32349	2.307277
60823	61622	2.307979
31407	32761	2.314922
33347	34045	2.315513
20648	20713	2.318710
109857	110991	2.333043
100064	100345	2.349061
107259	107418	2.353321
80343	80975	2.359952
79101	79992	2.361847
24436	25247	2.362459
19167	19812	2.366659
36962	37826	2.371747
42313	43109	2.377493
42313	42402	2.378195
27288	28103	2.378791
112623	113638	2.378894
93825	94160	2.385870
92043	92161	2.387478
45941	46701	2.390301
61199	63613	2.392073
38455	39429	2.400462
78401	78990	2.401862
93506	93864	2.405187
3693	4463	2.410908
73807	74911	2.412300
109492	110991	2.414653
100027	100345	2.415547
37229	37677	2.415716
21402	21589	2.428706
87998	88794	2.430268
36046	36962	2.436991
62867	64004	2.440844
17378	17593	2.442008
45688	45860	2.451984
86670	87261	2.459955
78401	78933	2.464704
20713	21421	2.467033
14632	15863	2.480064
77233	78072	2.483792
75695	76127	2.508331
74117	75264	2.516782
94779	95853	2.520803
27673	28380	2.522383
60823	61932	2.526727
77070	77622	2.539684
112716	113136	2.541877
68002	68282	2.543693
43783	45101	2.558558
16537	17378	2.559503
61622	62867	2.571964
47854	48002	2.572246
36962	37629	2.572394
28734	29655	2.590741
111022	111169	2.591657
15863	16826	2.599997
85927	86670	2.600655
86170	87073	2.602709
43783	45080	2.611125
44191	44816	2.623072
38170	38835	2.628602
57439	57669	2.635642
34481	35228	2.640764
71865	72010	2.642321
59072	60718	2.646847
114119	114341	2.648851
32349	33347	2.649408
75141	76297	2.652626
45496	45941	2.660292
19167	19343	2.660607
58758	60718	2.663972
62434	63003	2.666840
20205	20648	2.673961
101769	102532	2.676399
38957	39953	2.677234
59747	61084	2.682360
42313	43234	2.683751
59929	62322	2.686698
2920	3179	2.688124
86263	86565	2.688467
51849	53253	2.690016
42313	42799	2.690507
71762	71795	2.691904
30343	30883	2.692757
86929	88866	2.699872
68245	68282	2.703840
97649	98036	2.703929
23416	23767	2.720684
89642	90185	2.723931
47908	48455	2.728280
34444	35415	2.733692
25930	26727	2.736114
23416	23453	2.749028
88866	90098	2.750524
42799	43234	2.762952
60260	60718	2.767758
53954	54872	2.781841
77233	77450	2.787648
93085	94141	2.808692
25281	25930	2.818327
75695	76267	2.829856
73273	74117	2.831560
38835	39757	2.832199
83081	83153	2.833003
33977	34444	2.833488
38518	39953	2.834831
23972	24674	2.835067
67472	68282	2.848722
25945	26451	2.850434
25930	26549	2.851495
97365	98337	2.852659
27989	28614	2.863163
20648	21421	2.866317
80000	80582	2.867108
22109	22701	2.868288
57439	58758	2.871669
26634	27628	2.871856
67459	67927	2.883015
85696	86670	2.883855
114222	116727	2.893804
13254	14354	2.899094
2912	3092	2.904476
79374	80343	2.906573
74946	76440	2.911359
45556	46701	2.914058
86974	87933	2.914328
50371	51232	2.921800
45496	46974	2.925755
37819	38414	2.934652
113246	113368	2.940440
92855	93864	2.941194
94160	95347	2.944540
44599	45238	2.957218
57363	57669	2.971010
51576	52419	2.978400
51232	51576	2.990507
81304	82396	2.992022
23875	24674	2.995844
32761	32768	3.008118
39794	41312	3.012678
61199	61585	3.022686
45080	46974	3.024561
30122	30788	3.024693
80170	80816	3.040665
57363	59072	3.043406
37229	38170	3.053115
78401	78820	3.057050
3821	4427	3.059051
12387	12706	3.060264
114724	114855	3.063833
5372	11767	3.065908
115830	116771	3.071357
86170	87261	3.071895
77257	77622	3.074012
43783	45556	3.078588
74117	74911	3.083302
56561	58758	3.087202
77450	78072	3.088044
107310	107354	3.100253
103413	104060	3.108228
68523	69996	3.112565
87073	87261	3.115412
90422	90568	3.117458
25606	25985	3.121725
45101	45556	3.123049
34922	36377	3.124496
78104	78265	3.130409
33856	35037	3.130532
13268	14328	3.138719
67464	68862	3.141412
42799	43109	3.147179
36962	37740	3.151118
68933	70090	3.152826
37677	38070	3.163361
25281	26311	3.166855
57669	60009	3.168490
59196	60823	3.169012
13268	13531	3.175689
61084	63003	3.177292
19780	19921	3.182092
20889	21421	3.186494
72607	75097	3.190572
87108	88192	3.192105
116584	116631	3.192722
55282	55705	3.194900
9007	10602	3.196454
61585	63613	3.201887
20635	20889	3.204659
59173	60823	3.204911
33856	34981	3.205950
104887	105138	3.209633
23972	24244	3.210051
52943	53740	3.210756
20885	20889	3.218319
17593	18543	3.221081
108085	109111	3.230374
42884	44191	3.233598
17440	18744	3.236859
80569	80975	3.241068
85927	87261	3.241380
31592	32349	3.243593
38164	38957	3.244835
102453	102488	3.251830
22549	22797	3.254275
35037	35904	3.255537
114724	115033	3.257145
24305	24327	3.264948
74911	75264	3.265126
20455	21421	3.271484
82363	83081	3.273312
71352	72683	3.277642
40091	40706	3.279902
43023	44511	3.289151
22509	22549	3.298442
84893	85340	3.303363
31407	32768	3.304493
45080	46701	3.305307
20889	20894	3.309592
57363	59929	3.312721
15474	16611	3.317376
51232	53253	3.318181
67472	68862	3.322569
95771	95947	3.325304
16083	16369	3.330044
59449	60823	3.335563
88635	89931	3.336867
82729	84143	3.339469
114341	115438	3.341024
46750	47908	3.341505
45080	45101	3.350302
34481	37504	3.354427
113889	114971	3.357332
74376	74395	3.361836
33579	34444	3.364980
60260	62434	3.365070
61084	62434	3.366268
76952	78159	3.369274
70576	71860	3.377583
65109	65936	3.389322
23416	24608	3.394249
30122	30277	3.394543
12486	13847	3.395458
42312	43023	3.398340
42884	43023	3.404668
26241	26549	3.411311
16611	17651	3.423320
25247	26241	3.424816
24305	24845	3.428358
71121	71860	3.428607
112948	113368	3.432686
18744	19921	3.433248
86228	87073	3.453478
101421	101769	3.457113
26069	27100	3.465476
44382	45238	3.469514
42402	43234	3.470541
84405	85340	3.474014
76440	77952	3.485477
90098	92609	3.487959
105199	107418	3.489059
51232	52154	3.496988
74117	74376	3.497802
75264	76552	3.498315
17529	18532	3.499513
71284	72105	3.502768
78265	78401	3.508673
72683	74117	3.512232
59803	60965	3.513856
59072	59929	3.514753
31681	32249	3.515318
29807	30788	3.517281
101076	102453	3.519823
60260	61084	3.525251
23875	24436	3.530217
46974	47854	3.531221
67464	68282	3.535159
36850	37629	3.543315
70300	71352	3.544119
3786	4906	3.546317
29651	30867	3.548991
68245	68523	3.557503
30324	31592	3.558876
30419	31216	3.559097
2599	4427	3.566835
25281	26549	3.569663
33977	34981	3.578807
46146	46750	3.593309
38164	39953	3.600062
20713	20889	3.603122
86974	87998	3.608274
88886	90139	3.608301
4427	6686	3.615486
60009	60260	3.617725
107259	109492	3.618035
30324	31700	3.620698
58758	60260	3.624669
73334	74117	3.625582
765	2072	3.628743
37740	37826	3.633481
70576	71352	3.634670
68862	70300	3.641216
92420	92791	3.649746
38070	38835	3.651406
110395	111497	3.652647
50335	50583	3.655747
99240	102395	3.656443
75141	76552	3.661531
34981	35904	3.665823
42402	43109	3.668855
25813	26366	3.671108
20711	20889	3.672905
20711	21881	3.673652
25813	26176	3.679797
23875	23972	3.681880
79374	80569	3.692388
15863	17358	3.696798
42312	42570	3.697615
41312	44382	3.699494
38455	40091	3.700998
62322	63613	3.704422
24244	24436	3.708702
44901	46853	3.722995
44511	44816	3.726795
87108	88290	3.736032
88714	90568	3.739251
22701	23875	3.741154
33977	35415	3.742514
83081	85267	3.743710
38827	38957	3.744492
92175	93429	3.744846
27913	28734	3.745746
82396	82545	3.750397
71957	73165	3.754173
84379	85693	3.765531
10324	11484	3.766351
82396	82514	3.770343
52154	53253	3.773409
56561	59072	3.779429
83081	85258	3.779476
23972	25247	3.781845
38414	40091	3.783014
40326	40706	3.792098
7884	8198	3.799166
80343	80894	3.809894
67472	68523	3.811176
85696	87261	3.811631
84012	84880	3.832981
68282	69996	3.845410
95241	95347	3.850122
56561	57363	3.852187
23123	24331	3.857286
85693	86974	3.857629
73807	75264	3.862112
68282	68862	3.865948
111043	112122	3.869590
26634	28199	3.870816
4436	5447	3.871016
12777	13531	3.871722
57363	58758	3.877356
116771	116928	3.882468
51576	53253	3.884124
28199	29807	3.886251
44127	44901	3.887575
81126	81833	3.889361
94114	95347	3.889954
80911	82396	3.892539
84893	84970	3.893934
14632	16335	3.895304
21402	22509	3.897346
33152	34444	3.907070
13531	14632	3.908748
14576	14668	3.909763
114341	115669	3.912995
104139	105515	3.916445
47854	50371	3.923513
92855	93506	3.932631
8903	9884	3.932704
45101	47854	3.934417
102978	104234	3.936362
42568	45080	3.944966
91262	92791	3.946678
14328	14632	3.948510
102422	105199	3.948533
20635	21881	3.950344
71860	73807	3.950871
25336	26176	3.951407
31681	32362	3.953811
59929	60009	3.958589
42799	43813	3.959836
33977	35037	3.966555
11767	85822	3.967384
20205	21421	3.973449
34088	35550	3.988742
30438	32761	3.990460
94648	97433	3.994353
78990	80343	3.998647
29655	30883	4.002140
67457	68933	4.002234
76600	78104	4.006024
32759	33579	4.008326
26451	27913	4.009112
89937	94648	4.013805
36046	37629	4.018126
34693	36046	4.019235
25859	27628	4.023751
44901	47006	4.033146
18246	18614	4.034083
21421	21589	4.035344
78527	80331	4.036103
3821	5542	4.040754
42570	44511	4.045213
75141	75264	4.049261
36046	36366	4.052727
42570	42884	4.055254
12777	14632	4.058832
20894	21589	4.072441
85927	87073	4.072722
70300	71865	4.073719
50099	50954	4.076300
17847	19038	4.080079
107418	108917	4.080286
72571	73714	4.081060
69996	71860	4.082040
17440	19780	4.082936
86228	86670	4.085807
73273	73807	4.085870
25281	26727	4.092839
35904	37229	4.100326
37819	39429	4.101202
78933	80343	4.102868
114971	115830	4.103907
109074	110395	4.108429
33856	33977	4.112028
3405	5348	4.112979
81693	83207	4.115433
85670	87833	4.117297
94376	97433	4.117553
59803	61174	4.117806
33152	33856	4.119268
43783	45496	4.121705
110997	112122	4.129046
25813	26207	4.129090
20205	20889	4.129288
77853	78820	4.130133
25606	27072	4.130785
25336	26366	4.141952
57439	59072	4.142435
34693	36366	4.145938
71681	71908	4.147786
71683	71908	4.151877
51576	51849	4.152140
38414	40326	4.158001
20885	21589	4.159575
72220	73620	4.165031
74666	76127	4.168119
10602	11407	4.168694
78401	79374	4.170542
71860	72683	4.174869
81304	82514	4.177202
57669	60718	4.179230
15900	16369	4.180857
65936	67464	4.182146
16537	17593	4.182909
45101	46974	4.183429
26241	26727	4.183697
95294	95347	4.185799
38170	39757	4.185933
44382	45101	4.188627
61199	62322	4.191005
75264	76297	4.195949
80112	81266	4.196253
52633	60000	4.197308
33579	35037	4.198519
84405	85423	4.201495
72683	73807	4.205969
41037	43783	4.209883
36366	37629	4.218401
18907	19860	4.223846
18532	18614	4.224930
20535	21393	4.225267
70090	71865	4.225935
20713	21589	4.226031
81304	82545	4.227956
61932	64004	4.233823
45080	45941	4.236556
94141	95168	4.238913
60718	62434	4.242453
103413	105102	4.247175
50371	52419	4.248323
85355	86742	4.248791
9480	11569	4.248857
60823	62867	4.261642
90496	92041	4.265584
100751	103227	4.265731
59747	62434	4.269477
2920	3821	4.271262
68002	69996	4.273090
37677	38170	4.273678
105515	106985	4.274844
33160	34045	4.279330
13254	14576	4.290496
68523	70576	4.290684
3504	5434	4.290961
76276	77257	4.291020
49583	50583	4.298216
36188	37279	4.299210
22549	23123	4.300544
56647	57757	4.301080
106481	107533	4.301531
5364	6537	4.302150
23972	24327	4.305610
92791	93194	4.306472
31125	31592	4.311732
45556	45941	4.318447
35904	37677	4.318648
57439	60260	4.318748
68862	70090	4.321345
57439	59747	4.325253
17358	19343	4.325489
102395	105858	4.329375
36795	38170	4.331641
85696	87073	4.332981
107418	109492	4.334359
75695	76952	4.334467
36046	37826	4.334517
92161	93244	4.335955
24244	24305	4.339002
33579	34981	4.339545
94779	96441	4.339869
30883	31681	4.341263
74395	74911	4.341334
69427	69701	4.343623
71352	73273	4.344138
82514	82729	4.344412
89826	91262	4.344475
25336	26207	4.356488
39863	41307	4.357743
59929	61199	4.359430
62956	65378	4.361531
46701	48774	4.363527
82545	82729	4.364439
86170	86228	4.365392
20635	20648	4.366083
14146	15474	4.367835
57363	60009	4.368357
91792	93015	4.368498
85267	85727	4.369553
85727	86929	4.372912
91971	92420	4.377646
71053	72105	4.380075
38455	40326	4.381043
42884	44816	4.381116
71352	73334	4.385006
75141	75177	4.387118
49593	51233	4.388777
87108	88601	4.390410
96229	97649	4.390576
78820	80343	4.393248
102098	104060	4.394695
28734	30343	4.403121
35415	36795	4.406308
92791	94481	4.406813
73334	75141	4.412927
96229	97278	4.414723
68702	71681	4.417892
42313	43813	4.418198
68702	71683	4.420792
2912	3031	4.421449
83153	85258	4.430995
17702	19038	4.444427
50371	51849	4.444994
74376	75264	4.446728
39429	40706	4.448914
25281	26241	4.449716
74666	75411	4.456023
19893	21281	4.456643
111188	112948	4.457860
11484	12828	4.458279
102618	102624	4.468113
76470	78104	4.487396
68523	68862	4.492789
37629	37740	4.493117
67464	68523	4.495790
105102	105138	4.498919
68933	70300	4.501127
77634	78918	4.502186
42568	45101	4.502219
70576	71536	4.504526
31700	33347	4.504986
36850	37826	4.506365
92791	94713	4.507116
42312	44191	4.508383
3179	5542	4.509806
35415	35904	4.510747
36046	36850	4.519858
101421	102281	4.521122
62956	65477	4.523309
74857	76600	4.525387
24674	26241	4.526464
107259	109857	4.528554
34444	35904	4.528946
44471	44901	4.529101
59072	60260	4.530000
58001	59774	4.531314
5348	7588	4.531620
68702	70069	4.533444
30438	32768	4.533489
37504	39794	4.533832
112122	112623	4.535444
71352	71865	4.535765
45941	46974	4.537658
34834	36377	4.540558
111954	113368	4.541125
25985	27288	4.543946
21589	22957	4.548878
67669	68933	4.551444
55434	55642	4.552765
96468	97804	4.556196
51849	54463	4.561554
40706	42515	4.562471
59747	60718	4.566152
30788	32759	4.567058
24331	25336	4.568542
101847	102624	4.570560
69996	71536	4.580566
86742	88192	4.585271
765	2081	4.586086
91117	92175	4.588246
77634	78104	4.590414
32349	34045	4.595450
84143	86228	4.597635
89908	94648	4.604452
89931	90185	4.605676
103413	104887	4.610166
38835	39906	4.611813
36284	37279	4.617135
73273	75264	4.617745
17608	19038	4.619874
50954	51839	4.621596
110538	111022	4.623086
57439	60009	4.628910
17448	18614	4.633311
21444	22701	4.634668
36795	37229	4.636695
17358	19167	4.644224
42568	45556	4.647099
79992	81126	4.647824
74857	76470	4.648984
112748	113881	4.650624
22449	22797	4.652480
76600	77634	4.653957
56343	57936	4.654180
96837	98337	4.657075
65936	67472	4.657447
96757	98337	4.657846
46733	48319	4.658877
76127	76267	4.660071
82080	85822	4.668418
89931	90496	4.669716
7083	8837	4.676007
3179	4427	4.679132
7083	9007	4.683955
70638	72370	4.684837
36377	38164	4.690083
43023	44816	4.691557
38070	39757	4.696998
20535	21248	4.702394
45556	47854	4.704408
107380	108085	4.710806
26241	26311	4.712007
92041	93506	4.715553
12770	12843	4.719803
14632	16826	4.726048
109410	109937	4.729780
76276	77070	4.732075
21589	22509	4.732279
14328	15863	4.735616
21402	22449	4.746151
24327	24436	4.750504
746	2599	4.752212
92175	93805	4.753699
14632	14668	4.756212
86974	88794	4.757315
35228	39794	4.763163
97278	98036	4.763700
24674	25281	4.765231
102485	104234	4.767043
44382	48002	4.767910
95501	96229	4.770782
104858	104987	4.771265
22797	24331	4.773390
92041	93864	4.775340
20455	20635	4.785702
104732	105138	4.786160
19038	20635	4.790228
58758	59747	4.792772
54463	55425	4.795203
84880	86263	4.797620
14668	16335	4.797895
6686	8886	4.799728
49583	49669	4.802098
75458	78527	4.804977
76333	77853	4.810950
12706	14135	4.811010
68862	68933	4.812510
45101	45496	4.814991
113246	115102	4.820775
45101	48002	4.824446
22509	22957	4.825561
53417	53954	4.825985
5165	7083	4.828546
80112	80975	4.828935
33856	35415	4.830902
70692	77055	4.833436
23875	25247	4.836758
26241	27366	4.842430
72607	77055	4.845048
36795	38070	4.848048
56561	60009	4.850784
69996	71352	4.853344
21476	23453	4.855470
76440	79664	4.855910
80894	80975	4.859543
101421	101958	4.865783
19921	21281	4.871174
105199	107259	4.873600
100587	102453	4.875990
87808	89826	4.880256
58758	59929	4.881878
70576	72683	4.884807
68282	70576	4.886181
35415	37229	4.889021
20648	20711	4.889461
33152	33579	4.892018
13847	15510	4.892737
26366	27989	4.895086
42402	43813	4.895361
17573	19038	4.899886
38518	38827	4.910508
50801	51233	4.911427
57380	57757	4.914122
746	3179	4.916158
83153	85267	4.916362
69996	71121	4.917011
93825	95347	4.917395
30060	33449	4.919077
73273	75141	4.922738
67472	68002	4.927346
37504	40702	4.929379
51839	60000	4.933482
20889	21881	4.936166
107089	112405	4.941610
20042	21393	4.941780
23875	25281	4.942861
19747	21770	4.946284
59929	60718	4.949739
61622	64004	4.957764
109268	111043	4.959184
74666	75695	4.966215
5434	7607	4.967059
116771	118268	4.968180
109857	110538	4.969117
27366	28103	4.970819
24244	25247	4.972244
60009	62322	4.976809
17499	19038	4.989220
73334	75264	4.991921
77853	78933	4.996594
77055	82080	4.998231
36850	36962	5.000930
24305	25985	5.001359
80763	80975	5.004414
100587	102488	5.007072
72370	81065	5.009447
84970	85423	5.009451
102098	103413	5.012690
112158	113881	5.013090
57669	60260	5.014646
108917	112724	5.017817
84880	86565	5.017876
45941	48774	5.025173
67927	69673	5.029079
48002	50371	5.033853
92855	93683	5.036901
33160	33347	5.037689
33152	34981	5.038643
99675	102098	5.041223
57669	59929	5.046277
19038	20711	5.046658
97804	99473	5.049859
78265	80112	5.051829
107354	109176	5.054828
57439	60718	5.055103
73334	73807	5.059224
101076	102488	5.060922
36377	38414	5.068056
109268	110997	5.070095
17531	19038	5.070507
92609	93015	5.070997
39757	39906	5.071116
112122	114421	5.072830
42568	42913	5.082441
99848	102098	5.085197
7588	9236	5.090852
54872	54879	5.094370
104060	105102	5.096748
33856	35904	5.096948
35228	37504	5.098292
71860	74117	5.099490
2920	5542	5.104150
23767	24608	5.107105
36366	36962	5.108326
77853	79374	5.108697
23972	24845	5.109646
70069	71683	5.109909
70069	71681	5.111989
76267	78159	5.112798
71536	73807	5.115633
77634	78384	5.116341
31592	33347	5.118439
19860	21402	5.120055
18724	19860	5.123998
28614	29426	5.125221
79374	80975	5.125687
24436	24845	5.126640
43783	46974	5.127231
7513	9640	5.127397
42568	45496	5.127454
40326	42312	5.135704
29807	30122	5.138676
70090	71352	5.141270
71908	74946	5.142863
36366	37826	5.143464
31125	33152	5.152300
27288	27366	5.156054
44816	46651	5.157357
88267	90139	5.157511
71860	73273	5.159161
111188	113246	5.160031
32349	33160	5.161198
154	1562	5.161815
50371	53253	5.165064
71683	74824	5.166162
74117	75141	5.167305
8886	11569	5.169480
104234	105881	5.169781
71681	74824	5.170466
88866	92609	5.173667
73807	74395	5.179475
71860	74376	5.189458
70576	71121	5.190819
24244	24674	5.192467
52154	54463	5.193012
107556	109139	5.199424
5165	6867	5.200413
45238	50099	5.202679
17378	18543	5.205933
85258	85727	5.210069
68002	68245	5.210152
78990	80569	5.210278
22701	23972	5.210456
54463	57439	5.211243
54463	56561	5.212080
79101	81126	5.214591
89826	91971	5.215773
34088	35350	5.217112
42913	45496	5.219101
95501	96468	5.219163
92855	93085	5.220506
20042	21248	5.221547
17358	17529	5.224393
59196	61622	5.225495
33579	33977	5.232227
97165	99675	5.234179
77853	78990	5.239742
8832	9884	5.239941
59173	61622	5.243202
32759	33856	5.243544
61317	63125	5.244503
114119	115438	5.247677
27628	29807	5.248634
59316	59803	5.250016
78933	80569	5.250944
76470	78265	5.259713
59929	63613	5.259724
84345	86032	5.259960
59072	62322	5.262900
51232	54463	5.263802
90139	92043	5.264973
27913	29655	5.265504
51576	54463	5.267745
59747	60009	5.268803
48356	49841	5.270265
40702	44599	5.273730
78820	80569	5.273778
28614	29038	5.275655
57380	58948	5.276624
34693	36850	5.284854
85727	88866	5.286850
96441	97165	5.287902
36795	38835	5.296045
3821	6686	5.302046
80911	82514	5.307208
21476	23416	5.310489
53740	54682	5.311756
86565	88048	5.315392
8837	9007	5.320509
73555	75411	5.321024
86929	90098	5.321057
20455	20711	5.330137
112447	113963	5.333547
33152	35037	5.335793
70692	75097	5.338183
24331	25813	5.341975
88714	90422	5.342202
25985	27654	5.343490
39953	42570	5.344317
37819	40091	5.345682
12777	14328	5.348590
68245	70300	5.352101
71352	71860	5.352801
53229	55219	5.355233
96229	98036	5.356766
16826	19167	5.359453
35037	37229	5.360196
80911	82545	5.362374
32768	34834	5.364076
79374	80894	5.367938
25859	28199	5.368285
31125	31700	5.369234
60260	63003	5.371627
17358	19812	5.371870
46146	47908	5.372649
70090	72010	5.373324
53910	54061	5.374232
33018	34693	5.375699
746	3821	5.378707
25985	27072	5.382822
6867	8837	5.383870
113368	115102	5.386567
42913	45941	5.387638
25606	27654	5.392840
21594	21763	5.394783
57363	61585	5.395158
28199	30277	5.396793
44248	44471	5.399380
60718	62322	5.401672
87585	87833	5.402224
59072	61585	5.404592
36046	37740	5.404981
16826	19343	5.405585
3031	3693	5.411843
25247	25281	5.412423
105199	108917	5.414204
104060	106481	5.416457
43023	44191	5.420331
56211	61281	5.424428
71865	73334	5.425194
59774	62956	5.429192
112122	114131	5.429664
82363	85727	5.432914
20205	21589	5.435152
54879	55642	5.437837
68862	69996	5.443366
82363	85267	5.444678
26176	27989	5.446081
67153	68933	5.446195
89341	90496	5.447385
78918	80911	5.448037
97804	98036	5.448485
5542	6686	5.450053
114119	115669	5.450351
59747	63003	5.456442
60009	61585	5.456587
94648	99255	5.456998
35350	35550	5.462885
30343	32246	5.463197
37504	40888	5.467814
28358	30060	5.470547
9598	11569	5.473138
24845	25247	5.475240
45080	47854	5.477432
68245	69996	5.480704
34481	39794	5.482852
2599	3821	5.485353
25945	27913	5.490740
60129	61941	5.495113
16852	18255	5.496909
76127	76952	5.500431
30324	32349	5.500539
34981	37229	5.513077
59449	61084	5.513852
13531	15863	5.517655
60009	62434	5.519830
85355	87108	5.523950
47854	51576	5.526352
53954	54879	5.531191
23685	25606	5.536617
76297	78384	5.539396
88635	90185	5.540333
112948	115102	5.542005
42312	44816	5.546292
39311	39863	5.548266
75177	76297	5.551268
57363	57439	5.551363
23453	24608	5.554596
87261	89642	5.557824
26207	27989	5.558378
42913	45080	5.565731
107418	109857	5.566797
33579	35904	5.570710
68862	70576	5.571278
48002	50099	5.571569
46974	48774	5.572727
38455	40706	5.573461
93683	95168	5.579269
